Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude
5,'2025-01-21 23:18:12,'2025-01-21 23:19:33,3.86,60,15.682382345199585,405.47379064559937,1.11,10,40
6,'2025-01-21 23:19:33,'2025-01-21 23:20:54,3.8,60,15.684867858886719,486.6493661403656,1.11,10,40
7,'2025-01-21 23:20:54,'2025-01-21 23:22:16,3.85,60,15.59995985031128,567.8630962371826,1.11,10,40
8,'2025-01-21 23:22:16,'2025-01-21 23:23:37,3.76,60,15.72148060798645,649.0371162891388,1.1,10,40
9,'2025-01-21 23:23:37,'2025-01-21 23:24:58,3.79,60,15.660796165466309,730.1858477592468,1.1,10,40
10,'2025-01-21 23:24:58,'2025-01-21 23:26:19,3.79,60,15.708736181259155,811.4028091430664,1.1,10,40
11,'2025-01-21 23:26:19,'2025-01-21 23:27:40,3.81,60,15.655508518218994,892.5725467205048,1.11,10,40
12,'2025-01-21 23:27:40,'2025-01-21 23:29:02,3.78,60,15.63451337814331,973.7181010246277,1.1,10,40
13,'2025-01-21 23:29:02,'2025-01-21 23:30:23,3.76,60,15.642391920089722,1054.8453361988068,1.1,10,40
14,'2025-01-21 23:30:23,'2025-01-21 23:31:44,3.84,60,15.664140462875366,1136.053552389145,1.11,10,40
15,'2025-01-21 23:31:44,'2025-01-21 23:33:05,3.81,60,15.584381580352783,1217.1865663528442,1.1,10,40
16,'2025-01-21 23:33:05,'2025-01-21 23:34:26,3.8,60,15.589159727096558,1298.304045200348,1.11,10,40
17,'2025-01-21 23:34:26,'2025-01-21 23:35:47,3.77,60,15.604562520980835,1379.396989107132,1.11,10,40
18,'2025-01-21 23:35:47,'2025-01-21 23:37:08,3.79,60,15.666016817092896,1460.5525798797607,1.11,10,40
19,'2025-01-21 23:37:08,'2025-01-21 23:38:30,3.78,60,15.65164041519165,1541.7436101436615,1.1,10,40
20,'2025-01-21 23:38:30,'2025-01-21 23:39:51,3.77,60,15.629272222518921,1622.8837931156158,1.1,10,40
1,'2025-01-21 23:39:51,'2025-01-21 23:41:11,3.28,60,15.622744083404541,80.01510763168335,1.1,10,0
2,'2025-01-21 23:41:11,'2025-01-21 23:42:32,3.26,60,15.653896570205688,160.7060387134552,1.1,10,0
3,'2025-01-21 23:42:32,'2025-01-21 23:43:53,3.31,60,15.652441501617432,241.43435382843018,1.1,10,0
4,'2025-01-21 23:43:53,'2025-01-21 23:45:13,3.29,60,15.705732107162476,322.12583446502686,1.1,10,0
5,'2025-01-21 23:45:13,'2025-01-21 23:46:34,3.27,60,15.682287693023682,402.81700921058655,1.1,10,0
6,'2025-01-21 23:46:34,'2025-01-21 23:47:55,3.29,60,15.625442266464233,483.43567514419556,1.11,10,0
7,'2025-01-21 23:47:55,'2025-01-21 23:49:15,3.31,60,15.63058590888977,564.0628705024719,1.1,10,0
8,'2025-01-21 23:49:15,'2025-01-21 23:50:36,3.27,60,15.695281267166138,644.7722086906433,1.11,10,0
9,'2025-01-21 23:50:36,'2025-01-21 23:51:57,3.31,60,15.658888339996338,725.4757940769196,1.11,10,0
10,'2025-01-21 23:51:57,'2025-01-21 23:53:18,3.29,60,15.73633861541748,806.1795947551727,1.1,10,0
11,'2025-01-21 23:53:18,'2025-01-21 23:54:38,3.31,60,15.63724398612976,886.8588576316833,1.1,10,0
12,'2025-01-21 23:54:38,'2025-01-21 23:55:59,3.29,60,15.73315715789795,967.6125802993774,1.11,10,0
13,'2025-01-21 23:55:59,'2025-01-21 23:57:20,3.27,60,15.720736742019653,1048.32888174057,1.1,10,0
14,'2025-01-21 23:57:20,'2025-01-21 23:58:40,3.27,60,15.649136781692505,1128.9521565437317,1.11,10,0
15,'2025-01-21 23:58:40,'2025-01-22 00:00:01,3.27,60,15.668065309524536,1209.5802726745605,1.1,10,0
16,'2025-01-22 00:00:01,'2025-01-22 00:01:22,3.28,60,15.73702359199524,1290.2690062522888,1.1,10,0
17,'2025-01-22 00:01:22,'2025-01-22 00:02:42,3.27,60,15.538431406021118,1370.8168103694916,1.1,10,0
18,'2025-01-22 00:02:42,'2025-01-22 00:04:03,3.32,60,15.64587926864624,1451.4831223487854,1.1,10,0
19,'2025-01-22 00:04:03,'2025-01-22 00:05:23,3.27,60,15.632591724395752,1532.075389623642,1.1,10,0
20,'2025-01-22 00:05:23,'2025-01-22 00:06:44,3.29,60,15.618299007415771,1612.7085933685303,1.11,10,0
1,'2025-01-22 00:06:44,'2025-01-22 00:08:05,3.28,60,15.639959812164307,80.03027129173279,1.1,2,0
2,'2025-01-22 00:08:05,'2025-01-22 00:09:25,3.3,60,15.694816589355469,160.7505705356598,1.1,2,0
3,'2025-01-22 00:09:25,'2025-01-22 00:10:46,3.27,60,15.65706753730774,241.3950493335724,1.11,2,0
4,'2025-01-22 00:10:46,'2025-01-22 00:12:07,3.29,60,15.688352346420288,322.09255266189575,1.11,2,0
5,'2025-01-22 00:12:07,'2025-01-22 00:13:27,3.28,60,15.608406066894531,402.807404756546,1.11,2,0
6,'2025-01-22 00:13:27,'2025-01-22 00:14:48,3.31,60,15.586623668670654,483.4385962486267,1.1,2,0
7,'2025-01-22 00:14:48,'2025-01-22 00:16:09,3.28,60,15.605812072753906,564.0167872905731,1.1,2,0
8,'2025-01-22 00:16:09,'2025-01-22 00:17:29,3.27,60,15.668047666549683,644.6686825752258,1.1,2,0
9,'2025-01-22 00:17:29,'2025-01-22 00:18:50,3.29,60,15.599096536636353,725.2954297065735,1.1,2,0
10,'2025-01-22 00:18:50,'2025-01-22 00:20:11,3.42,60,15.696243524551392,806.1364006996155,1.1,2,0
11,'2025-01-22 00:20:11,'2025-01-22 00:21:31,3.33,60,15.715403318405151,886.8758804798126,1.11,2,0
12,'2025-01-22 00:21:31,'2025-01-22 00:22:52,3.28,60,15.681409120559692,967.5596520900726,1.1,2,0
13,'2025-01-22 00:22:52,'2025-01-22 00:24:13,3.29,60,15.688380002975464,1048.2401263713837,1.1,2,0
14,'2025-01-22 00:24:13,'2025-01-22 00:25:34,3.28,60,15.586983680725098,1128.9295454025269,1.1,2,0
15,'2025-01-22 00:25:34,'2025-01-22 00:26:54,3.29,60,15.606746912002563,1209.570390701294,1.1,2,0
16,'2025-01-22 00:26:54,'2025-01-22 00:28:15,3.28,60,15.687122106552124,1290.233120918274,1.1,2,0
17,'2025-01-22 00:28:15,'2025-01-22 00:29:36,3.31,60,15.725097179412842,1370.9597218036652,1.1,2,0
18,'2025-01-22 00:29:36,'2025-01-22 00:30:56,3.27,60,15.651259660720825,1451.603387594223,1.1,2,0
19,'2025-01-22 00:30:56,'2025-01-22 00:32:17,3.28,60,15.561024904251099,1532.1370685100555,1.1,2,0
20,'2025-01-22 00:32:17,'2025-01-22 00:33:37,3.26,60,15.720107078552246,1612.820246219635,1.11,2,0
1,'2025-01-22 00:33:37,'2025-01-22 00:34:59,3.78,60,15.605637788772583,80.49993228912354,1.11,5,20
2,'2025-01-22 00:34:59,'2025-01-22 00:36:20,3.78,60,15.665129661560059,161.69304776191711,1.11,5,20
3,'2025-01-22 00:36:20,'2025-01-22 00:37:41,3.81,60,15.616695880889893,242.81241416931152,1.1,5,20
4,'2025-01-22 00:37:41,'2025-01-22 00:39:02,3.83,60,15.706136226654053,324.14638352394104,1.1,5,20
5,'2025-01-22 00:39:02,'2025-01-22 00:40:23,3.79,60,15.69996190071106,405.3410611152649,1.1,5,20
6,'2025-01-22 00:40:23,'2025-01-22 00:41:45,3.79,60,15.67530083656311,486.5658276081085,1.1,5,20
7,'2025-01-22 00:41:45,'2025-01-22 00:43:06,3.77,60,15.559513568878174,567.5968754291534,1.1,5,20
8,'2025-01-22 00:43:06,'2025-01-22 00:44:27,3.79,60,15.60671067237854,648.6918964385986,1.1,5,20
9,'2025-01-22 00:44:27,'2025-01-22 00:45:48,3.82,60,15.711803913116455,729.9134097099304,1.1,5,20
10,'2025-01-22 00:45:48,'2025-01-22 00:47:09,3.81,60,15.662537813186646,811.0801780223846,1.1,5,20
11,'2025-01-22 00:47:09,'2025-01-22 00:48:30,3.78,60,15.62213683128357,892.1759958267212,1.1,5,20
12,'2025-01-22 00:48:30,'2025-01-22 00:49:52,3.78,60,15.671861410140991,973.379447221756,1.11,5,20
13,'2025-01-22 00:49:52,'2025-01-22 00:51:13,3.77,60,15.666041135787964,1054.5692946910858,1.11,5,20
14,'2025-01-22 00:51:13,'2025-01-22 00:52:34,3.81,60,15.680372953414917,1135.7648391723633,1.11,5,20
15,'2025-01-22 00:52:34,'2025-01-22 00:53:55,3.79,60,15.6226065158844,1216.9496448040009,1.1,5,20
16,'2025-01-22 00:53:55,'2025-01-22 00:55:16,3.82,60,15.668380975723267,1298.1367383003235,1.11,5,20
17,'2025-01-22 00:55:16,'2025-01-22 00:56:37,3.8,60,15.647504329681396,1379.280950307846,1.1,5,20
18,'2025-01-22 00:56:37,'2025-01-22 00:57:59,3.77,60,15.568481683731079,1460.3710515499115,1.11,5,20
19,'2025-01-22 00:57:59,'2025-01-22 00:59:20,3.78,60,15.589529037475586,1541.4772708415985,1.1,5,20
20,'2025-01-22 00:59:20,'2025-01-22 01:00:41,3.82,60,15.629473209381104,1622.6629827022552,1.1,5,20
1,'2025-01-22 01:00:41,'2025-01-22 01:02:01,3.32,60,15.638920307159424,80.07255721092224,1.11,5,0
2,'2025-01-22 01:02:01,'2025-01-22 01:03:22,3.25,60,15.619478702545166,160.6842224597931,1.1,5,0
3,'2025-01-22 01:03:22,'2025-01-22 01:04:43,3.29,60,15.641852140426636,241.3447253704071,1.1,5,0
4,'2025-01-22 01:04:43,'2025-01-22 01:06:03,3.31,60,15.594961404800415,321.96375489234924,1.11,5,0
5,'2025-01-22 01:06:03,'2025-01-22 01:07:24,3.28,60,15.589287996292114,402.56723165512085,1.11,5,0
6,'2025-01-22 01:07:24,'2025-01-22 01:08:45,3.29,60,15.66654086112976,483.27011156082153,1.1,5,0
7,'2025-01-22 01:08:45,'2025-01-22 01:10:05,3.32,60,15.609559297561646,563.8979246616364,1.1,5,0
8,'2025-01-22 01:10:05,'2025-01-22 01:11:26,3.3,60,15.610622882843018,644.539204120636,1.1,5,0
9,'2025-01-22 01:11:26,'2025-01-22 01:12:47,3.28,60,15.653388977050781,725.2401275634766,1.13,5,0
10,'2025-01-22 01:12:47,'2025-01-22 01:14:07,3.28,60,15.613368034362793,805.8697516918182,1.1,5,0
11,'2025-01-22 01:14:07,'2025-01-22 01:15:28,3.29,60,15.650395631790161,886.5438656806946,1.11,5,0
12,'2025-01-22 01:15:28,'2025-01-22 01:16:49,3.27,60,15.588777303695679,967.2051281929016,1.11,5,0
13,'2025-01-22 01:16:49,'2025-01-22 01:18:10,3.76,60,15.700714111328125,1048.4362280368805,1.1,5,0
14,'2025-01-22 01:18:10,'2025-01-22 01:19:31,3.67,60,15.937010526657104,1129.7647502422333,1.1,5,0
15,'2025-01-22 01:19:31,'2025-01-22 01:20:52,3.75,60,15.659047603607178,1210.935093164444,1.11,5,0
16,'2025-01-22 01:20:52,'2025-01-22 01:22:13,3.59,60,15.649996757507324,1291.891292333603,1.11,5,0
17,'2025-01-22 01:22:13,'2025-01-22 01:23:34,3.28,60,15.695719003677368,1372.5605714321136,1.1,5,0
18,'2025-01-22 01:23:34,'2025-01-22 01:24:55,3.26,60,15.689371109008789,1453.2496514320374,1.1,5,0
19,'2025-01-22 01:24:55,'2025-01-22 01:26:15,3.29,60,15.589637279510498,1533.8223218917847,1.1,5,0
20,'2025-01-22 01:26:15,'2025-01-22 01:27:36,3.28,60,15.669495344161987,1614.4599516391754,1.1,5,0
1,'2025-01-22 01:27:36,'2025-01-22 01:28:57,3.78,60,15.724844932556152,80.61837983131409,1.11,5,40
2,'2025-01-22 01:28:57,'2025-01-22 01:30:18,3.77,60,15.6600980758667,161.74977707862854,1.1,5,40
3,'2025-01-22 01:30:18,'2025-01-22 01:31:39,3.78,60,15.568103075027466,242.78537225723267,1.1,5,40
4,'2025-01-22 01:31:39,'2025-01-22 01:33:00,3.79,60,15.635369300842285,323.89256596565247,1.1,5,40
5,'2025-01-22 01:33:00,'2025-01-22 01:34:21,3.78,60,15.580000400543213,404.9491219520569,1.11,5,40
6,'2025-01-22 01:34:21,'2025-01-22 01:35:43,3.8,60,15.671138048171997,486.14848232269287,1.11,5,40
7,'2025-01-22 01:35:43,'2025-01-22 01:37:04,3.85,60,15.637871265411377,567.3522734642029,1.11,5,40
8,'2025-01-22 01:37:04,'2025-01-22 01:38:25,3.77,60,15.798523902893066,648.6204569339752,1.1,5,40
9,'2025-01-22 01:38:25,'2025-01-22 01:39:46,3.78,60,15.620392322540283,729.7419857978821,1.1,5,40
10,'2025-01-22 01:39:46,'2025-01-22 01:41:07,3.79,60,15.64888048171997,810.882960319519,1.1,5,40
11,'2025-01-22 01:41:07,'2025-01-22 01:42:28,3.78,60,15.651760816574097,892.0205776691437,1.1,5,40
12,'2025-01-22 01:42:28,'2025-01-22 01:43:50,3.78,60,15.638576745986938,973.176843881607,1.11,5,40
13,'2025-01-22 01:43:50,'2025-01-22 01:45:11,3.77,60,15.59187388420105,1054.2356369495392,1.1,5,40
14,'2025-01-22 01:45:11,'2025-01-22 01:46:32,3.8,60,15.58311414718628,1135.341073513031,1.1,5,40
15,'2025-01-22 01:46:32,'2025-01-22 01:47:53,3.79,60,15.706640005111694,1216.6020946502686,1.1,5,40
16,'2025-01-22 01:47:53,'2025-01-22 01:49:14,3.8,60,15.692224979400635,1297.7979288101196,1.1,5,40
17,'2025-01-22 01:49:14,'2025-01-22 01:50:35,3.78,60,15.649096727371216,1378.9900040626526,1.1,5,40
18,'2025-01-22 01:50:35,'2025-01-22 01:51:57,3.78,60,15.719641208648682,1460.2181289196014,1.11,5,40
19,'2025-01-22 01:51:57,'2025-01-22 01:53:18,3.78,60,15.63153338432312,1541.3182396888733,1.1,5,40
20,'2025-01-22 01:53:18,'2025-01-22 01:54:39,3.78,60,15.720476627349854,1622.5287058353424,1.1,5,40
1,'2025-01-22 01:54:39,'2025-01-22 01:56:00,3.8,60,15.655242919921875,80.5701220035553,1.11,1,40
2,'2025-01-22 01:56:00,'2025-01-22 01:57:21,3.8,60,15.6104097366333,161.67304372787476,1.1,1,40
3,'2025-01-22 01:57:21,'2025-01-22 01:58:42,3.8,60,15.614531517028809,242.87444043159485,1.1,1,40
4,'2025-01-22 01:58:42,'2025-01-22 02:00:04,3.81,60,15.570326328277588,323.9934823513031,1.11,1,40
5,'2025-01-22 02:00:04,'2025-01-22 02:01:25,3.78,60,15.648627281188965,405.1853950023651,1.1,1,40
6,'2025-01-22 02:01:25,'2025-01-22 02:02:46,3.77,60,15.730187892913818,486.4297797679901,1.1,1,40
7,'2025-01-22 02:02:46,'2025-01-22 02:04:07,3.8,60,15.658857345581055,567.6553239822388,1.1,1,40
8,'2025-01-22 02:04:07,'2025-01-22 02:05:28,3.77,60,15.628512859344482,648.8403346538544,1.1,1,40
9,'2025-01-22 02:05:28,'2025-01-22 02:06:50,3.75,60,15.583954334259033,729.9582796096802,1.11,1,40
10,'2025-01-22 02:06:50,'2025-01-22 02:08:11,3.81,60,15.608361005783081,811.100777387619,1.11,1,40
11,'2025-01-22 02:08:11,'2025-01-22 02:09:32,3.78,60,15.701930284500122,892.2889041900635,1.1,1,40
12,'2025-01-22 02:09:32,'2025-01-22 02:10:53,3.79,60,15.745569467544556,973.5216846466064,1.1,1,40
13,'2025-01-22 02:10:53,'2025-01-22 02:12:14,3.88,60,15.661286115646362,1054.7797713279724,1.11,1,40
14,'2025-01-22 02:12:14,'2025-01-22 02:13:35,3.78,60,15.57442569732666,1135.885053396225,1.1,1,40
15,'2025-01-22 02:13:35,'2025-01-22 02:14:57,3.78,60,15.598357200622559,1217.0191888809204,1.11,1,40
16,'2025-01-22 02:14:57,'2025-01-22 02:16:18,3.81,60,15.581948041915894,1298.1327831745148,1.1,1,40
17,'2025-01-22 02:16:18,'2025-01-22 02:17:39,3.8,60,15.571090936660767,1379.1982426643372,1.1,1,40
18,'2025-01-22 02:17:39,'2025-01-22 02:19:00,3.76,60,15.629568338394165,1460.5186257362366,1.1,1,40
19,'2025-01-22 02:19:00,'2025-01-22 02:20:21,3.78,60,15.69377875328064,1541.7788710594177,1.1,1,40
20,'2025-01-22 02:20:21,'2025-01-22 02:21:43,3.88,60,15.6959810256958,1623.106061220169,1.11,1,40
1,'2025-01-22 02:21:43,'2025-01-22 02:23:04,3.81,60,15.634608507156372,80.55435633659363,1.1,1,20
2,'2025-01-22 02:23:04,'2025-01-22 02:24:25,3.76,60,15.599854946136475,161.66630935668945,1.1,1,20
3,'2025-01-22 02:24:25,'2025-01-22 02:25:46,3.82,60,15.730517148971558,242.92095589637756,1.1,1,20
4,'2025-01-22 02:25:46,'2025-01-22 02:27:07,3.77,60,15.583958387374878,324.0026853084564,1.1,1,20
5,'2025-01-22 02:27:07,'2025-01-22 02:28:29,3.8,60,15.589215755462646,405.174946308136,1.1,1,20
6,'2025-01-22 02:28:29,'2025-01-22 02:29:50,3.8,60,15.654630422592163,486.35740876197815,1.1,1,20
7,'2025-01-22 02:29:50,'2025-01-22 02:31:11,3.8,60,15.688440561294556,567.5494341850281,1.11,1,20
8,'2025-01-22 02:31:11,'2025-01-22 02:32:32,3.8,60,15.599740743637085,648.6799395084381,1.11,1,20
9,'2025-01-22 02:32:32,'2025-01-22 02:33:53,3.78,60,15.649773120880127,729.8438143730164,1.1,1,20
10,'2025-01-22 02:33:53,'2025-01-22 02:35:14,3.81,60,15.675199747085571,811.0471489429474,1.11,1,20
11,'2025-01-22 02:35:14,'2025-01-22 02:36:36,3.8,60,15.69790244102478,892.305513381958,1.11,1,20
12,'2025-01-22 02:36:36,'2025-01-22 02:37:57,3.78,60,15.632286071777344,973.4975690841675,1.1,1,20
13,'2025-01-22 02:37:57,'2025-01-22 02:39:18,3.8,60,15.68168568611145,1054.6687908172607,1.1,1,20
14,'2025-01-22 02:39:18,'2025-01-22 02:40:39,3.78,60,15.661709070205688,1135.8108885288239,1.1,1,20
15,'2025-01-22 02:40:39,'2025-01-22 02:42:00,3.78,60,15.71566891670227,1217.01283121109,1.1,1,20
16,'2025-01-22 02:42:00,'2025-01-22 02:43:22,3.76,60,15.567465782165527,1298.1184928417206,1.1,1,20
17,'2025-01-22 02:43:22,'2025-01-22 02:44:43,3.77,60,15.687549114227295,1379.34361743927,1.11,1,20
18,'2025-01-22 02:44:43,'2025-01-22 02:46:04,3.8,60,15.631504774093628,1460.4633486270905,1.1,1,20
19,'2025-01-22 02:46:04,'2025-01-22 02:47:25,3.77,60,15.661622524261475,1541.7282099723816,1.1,1,20
20,'2025-01-22 02:47:25,'2025-01-22 02:48:46,3.8,60,15.62052035331726,1622.8620176315308,1.11,1,20
1,'2025-01-22 02:48:46,'2025-01-22 02:50:07,3.29,60,15.661072969436646,80.06386923789978,1.11,1,0
2,'2025-01-22 02:50:07,'2025-01-22 02:51:28,3.27,60,15.635621547698975,160.76980209350586,1.11,1,0
3,'2025-01-22 02:51:28,'2025-01-22 02:52:48,3.29,60,15.68964433670044,241.45752596855164,1.1,1,0
4,'2025-01-22 02:52:48,'2025-01-22 02:54:09,3.3,60,15.693556547164917,322.1823573112488,1.1,1,0
5,'2025-01-22 02:54:09,'2025-01-22 02:55:30,3.28,60,15.682199239730835,402.85514855384827,1.1,1,0
6,'2025-01-22 02:55:30,'2025-01-22 02:56:50,3.29,60,15.688672065734863,483.6179895401001,1.11,1,0
7,'2025-01-22 02:56:50,'2025-01-22 02:58:11,3.32,60,15.63834023475647,564.3221244812012,1.1,1,0
8,'2025-01-22 02:58:11,'2025-01-22 02:59:32,3.26,60,15.632918119430542,644.9379901885986,1.1,1,0
9,'2025-01-22 02:59:32,'2025-01-22 03:00:52,3.26,60,15.711328983306885,725.6040687561035,1.1,1,0
