Iteration,File,Buffer Size,Added Jitter Magnitude,Average Queue Size,Std Dev Queue Size,Interrupt Count,Interrupts Magnitude(ms)
15,jitter_values_20241209_182112.csv,2,20,2.722730043,0.548107586,0,
44,jitter_values_20241209_190047.csv,10,20,9.440610687,0.550225915,0,
59,jitter_values_20241209_192114.csv,10,20,8.460433853,0.574287638,0,
61,jitter_values_20241209_192358.csv,10,40,8.891264508,0.584787851,0,
69,jitter_values_20241209_193453.csv,10,40,8.941050703,0.614923578,0,
2,jitter_values_20241209_180328.csv,2,20,3.695943885,0.626313398,2,"34.8585, 40.0355"
80,jitter_values_20241209_194953.csv,10,40,9.957238852,0.645559568,0,
110,jitter_values_20241209_203032.csv,2,0,2.010054845,0.647285423,1,34.4388
72,jitter_values_20241209_193858.csv,10,40,9.025656689,0.64788189,0,
76,jitter_values_20241209_194426.csv,10,40,12.97248548,0.649987931,0,
9,jitter_values_20241209_181301.csv,2,20,2.296860713,0.650247998,1,35.4253
5,jitter_values_20241209_180734.csv,2,20,3.365132582,0.659029952,1,35.0735
88,jitter_values_20241209_200043.csv,10,0,10.02688665,0.660544058,1,52.5631
18,jitter_values_20241209_182518.csv,2,20,2.294942108,0.662602269,1,33.4983
78,jitter_values_20241209_194709.csv,10,40,9.88610687,0.667446621,0,
10,jitter_values_20241209_181423.csv,2,20,2.52787085,0.675640355,7,"54.4276, 61.7668, 50.0189, 33.903, 33.3569, 36.0341, 35.075"
1,jitter_values_20241209_180206.csv,2,20,3.510024301,0.678414241,2,"36.3321, 35.0152"
67,jitter_values_20241209_193209.csv,10,40,9.887328244,0.688819899,0,
66,jitter_values_20241209_193047.csv,10,40,9.858015267,0.694462146,0,
70,jitter_values_20241209_193615.csv,10,40,9.915673694,0.702929153,0,
51,jitter_values_20241209_191020.csv,10,20,10.65088577,0.704826543,1,41.5233
36,jitter_values_20241209_184952.csv,2,40,5.809029896,0.704935457,1,86.7459
83,jitter_values_20241209_195357.csv,10,0,8.889364303,0.719631236,0,
77,jitter_values_20241209_194548.csv,10,40,8.861679389,0.724882979,0,
40,jitter_values_20241209_185519.csv,2,40,5.03568161,0.725804607,2,"83.7716, 33.5915"
63,jitter_values_20241209_192642.csv,10,40,9.133781307,0.728160754,0,
6,jitter_values_20241209_180856.csv,2,20,3.749618786,0.730541147,1,46.2272
54,jitter_values_20241209_191425.csv,10,20,2.515843998,0.741851213,4,"53.1144, 34.1708, 34.4221, 34.2402"
7,jitter_values_20241209_181018.csv,2,20,3.992375724,0.753840967,1,35.2779
64,jitter_values_20241209_192804.csv,10,40,13.06297768,0.757233537,0,
79,jitter_values_20241209_194831.csv,10,40,9.543066585,0.765196909,0,
43,jitter_values_20241209_185925.csv,10,20,10.17257178,0.769788728,1,33.9778
62,jitter_values_20241209_192520.csv,10,40,8.818931298,0.774444105,0,
65,jitter_values_20241209_192925.csv,10,40,9.75473427,0.778972746,0,
73,jitter_values_20241209_194020.csv,10,40,12.13818404,0.797461725,0,
17,jitter_values_20241209_182356.csv,2,20,3.009454102,0.806605381,1,33.4065
31,jitter_values_20241209_184303.csv,2,40,4.87461867,0.8083838,1,65.9695
68,jitter_values_20241209_193331.csv,10,40,9.752061069,0.817245696,0,
22,jitter_values_20241209_183045.csv,2,40,5.78981086,0.823847283,1,81.0562
38,jitter_values_20241209_185236.csv,2,40,5.564368517,0.84356478,1,67.4945
34,jitter_values_20241209_184708.csv,2,40,4.962454212,0.862869678,2,"72.69791, 35.2394"
28,jitter_values_20241209_183857.csv,2,40,4.853918878,0.865060939,1,84.8844
108,jitter_values_20241209_202750.csv,2,0,2.697348369,0.89382484,1,33.959
3,jitter_values_20241209_180450.csv,2,20,4.540713632,0.894412649,2,"36.4367, 45.266"
19,jitter_values_20241209_182640.csv,2,20,4.335265406,0.911149418,2,"50.6878, 34.2393"
29,jitter_values_20241209_184019.csv,2,40,4.751067724,0.927139916,1,85.8059
71,jitter_values_20241209_193736.csv,10,40,6.304453935,0.938147392,0,
21,jitter_values_20241209_182923.csv,2,40,4.701128393,0.948828928,1,68.8922
35,jitter_values_20241209_184830.csv,2,40,5.238487344,0.95944343,1,82.8084
37,jitter_values_20241209_185114.csv,2,40,5.519682637,0.961718495,1,70.2568
27,jitter_values_20241209_183736.csv,2,40,5.932844933,0.984339339,1,86.577
25,jitter_values_20241209_183452.csv,2,40,5.486123818,1.000475578,1,66.3762
24,jitter_values_20241209_183329.csv,2,40,6.027480916,1.01237407,1,71.6596
26,jitter_values_20241209_183614.csv,2,40,4.748168498,1.013080709,1,67.78249
112,jitter_values_20241209_203315.csv,2,0,4.501220256,1.015818603,1,58.1202
47,jitter_values_20241209_190452.csv,10,20,10.9648533,1.027139836,0,
33,jitter_values_20241209_184547.csv,2,40,4.969798658,1.033466554,1,65.4253
74,jitter_values_20241209_194142.csv,10,40,10.33343521,1.035479172,0,
20,jitter_values_20241209_182802.csv,2,20,4.441598048,1.067085638,2,"48.9918, 56.6871"
16,jitter_values_20241209_182234.csv,2,20,4.904180653,1.083215368,1,55.0438
30,jitter_values_20241209_184141.csv,2,40,4.626410491,1.094574904,1,71.535
39,jitter_values_20241209_185357.csv,2,40,5.333333333,1.172528058,1,85.2723
32,jitter_values_20241209_184425.csv,2,40,5.194325808,1.30761653,2,"100.0673, 37.5994"
12,jitter_values_20241209_181707.csv,2,20,5.134961832,1.422863623,3,"48.3694, 49.3883, 35.433"
23,jitter_values_20241209_183207.csv,2,40,4.63514338,1.817558504,1,86.223
