Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude
7,'2024-12-09 19:03:32,'2024-12-09 19:04:54,2.49,60,17.54269051551819,572.3960583209991,1.1,10,20
8,'2024-12-09 19:04:54,'2024-12-09 19:06:16,2.53,60,17.55642294883728,654.2164006233215,1.1,10,20
9,'2024-12-09 19:06:16,'2024-12-09 19:07:38,2.51,60,17.61510705947876,736.0505766868591,1.1,10,20
10,'2024-12-09 19:07:38,'2024-12-09 19:08:59,2.54,60,17.602592706680298,817.9017989635468,1.1,10,20
11,'2024-12-09 19:08:59,'2024-12-09 19:10:21,2.55,60,17.617021799087524,899.7861857414246,1.1,10,20
12,'2024-12-09 19:10:21,'2024-12-09 19:11:43,2.5,60,17.66405940055847,981.6535823345184,1.11,10,20
13,'2024-12-09 19:11:43,'2024-12-09 19:13:05,2.53,60,17.527106046676636,1063.4068386554718,1.1,10,20
14,'2024-12-09 19:13:05,'2024-12-09 19:14:27,2.55,60,17.590723991394043,1145.316504240036,1.1,10,20
15,'2024-12-09 19:14:27,'2024-12-09 19:15:49,2.5,60,17.57219409942627,1227.120017528534,1.1,10,20
16,'2024-12-09 19:15:49,'2024-12-09 19:17:11,2.54,60,17.590351104736328,1308.9523718357086,1.1,10,20
17,'2024-12-09 19:17:11,'2024-12-09 19:18:32,2.51,60,17.592609405517578,1390.7794947624207,1.1,10,20
18,'2024-12-09 19:18:32,'2024-12-09 19:19:54,2.55,60,17.559316635131836,1472.5859863758087,1.1,10,20
19,'2024-12-09 19:19:54,'2024-12-09 19:21:16,2.53,60,17.520968437194824,1554.3685190677643,1.1,10,20
20,'2024-12-09 19:21:16,'2024-12-09 19:22:38,2.52,60,17.61054754257202,1636.2831604480743,1.11,10,20
1,'2024-12-09 19:22:38,'2024-12-09 19:24:00,2.53,60,17.62973189353943,81.26790571212769,1.1,10,40
2,'2024-12-09 19:24:00,'2024-12-09 19:25:22,2.6,60,17.60534429550171,163.18870949745178,1.1,10,40
3,'2024-12-09 19:25:22,'2024-12-09 19:26:44,2.5,60,17.540733098983765,244.97541284561157,1.1,10,40
4,'2024-12-09 19:26:44,'2024-12-09 19:28:05,2.54,60,17.49175238609314,326.7893023490906,1.1,10,40
5,'2024-12-09 19:28:05,'2024-12-09 19:29:27,2.5,60,17.61643409729004,408.6349067687988,1.1,10,40
6,'2024-12-09 19:29:27,'2024-12-09 19:30:49,2.52,60,17.572615146636963,490.43856596946716,1.11,10,40
7,'2024-12-09 19:30:49,'2024-12-09 19:32:11,2.5,60,17.569685459136963,572.3002648353577,1.11,10,40
8,'2024-12-09 19:32:11,'2024-12-09 19:33:33,2.51,60,17.607070922851562,654.1864573955536,1.11,10,40
9,'2024-12-09 19:33:33,'2024-12-09 19:34:55,2.49,60,17.644856691360474,736.0194811820984,1.11,10,40
10,'2024-12-09 19:34:55,'2024-12-09 19:36:16,2.5,60,17.605633020401,817.8822159767151,1.1,10,40
11,'2024-12-09 19:36:16,'2024-12-09 19:37:38,2.49,60,17.61957359313965,899.6904835700989,1.11,10,40
12,'2024-12-09 19:37:38,'2024-12-09 19:39:00,2.53,60,17.610098123550415,981.6084594726562,1.11,10,40
13,'2024-12-09 19:39:00,'2024-12-09 19:40:22,2.51,60,17.574965238571167,1063.4807119369507,1.11,10,40
14,'2024-12-09 19:40:22,'2024-12-09 19:41:44,2.51,60,17.558905363082886,1145.2920789718628,1.11,10,40
15,'2024-12-09 19:41:44,'2024-12-09 19:43:06,2.5,60,17.60330843925476,1227.1095633506775,1.1,10,40
16,'2024-12-09 19:43:06,'2024-12-09 19:44:27,2.5,60,17.558671712875366,1308.8814985752106,1.1,10,40
17,'2024-12-09 19:44:27,'2024-12-09 19:45:49,2.51,60,17.63918161392212,1390.7314615249634,1.1,10,40
18,'2024-12-09 19:45:49,'2024-12-09 19:47:11,2.49,60,17.564563989639282,1472.4930860996246,1.1,10,40
19,'2024-12-09 19:47:11,'2024-12-09 19:48:33,2.55,60,17.569292068481445,1554.3437654972076,1.1,10,40
20,'2024-12-09 19:48:33,'2024-12-09 19:49:55,2.53,60,17.5384578704834,1636.1599564552307,1.1,10,40
1,'2024-12-09 19:49:55,'2024-12-09 19:51:16,2.02,60,17.620659351348877,80.74658536911011,1.1,10,0
2,'2024-12-09 19:51:16,'2024-12-09 19:52:37,2.01,60,17.43867588043213,161.91516542434692,1.1,10,0
3,'2024-12-09 19:52:37,'2024-12-09 19:53:58,2.02,60,17.55013132095337,243.18928050994873,1.1,10,0
4,'2024-12-09 19:53:58,'2024-12-09 19:55:20,2.0,60,17.632790565490723,324.5093457698822,1.1,10,0
5,'2024-12-09 19:55:20,'2024-12-09 19:56:41,2.01,60,17.568379640579224,405.7926251888275,1.12,10,0
6,'2024-12-09 19:56:41,'2024-12-09 19:58:03,2.2,60,17.51486849784851,487.2819468975067,1.1,10,0
7,'2024-12-09 19:58:03,'2024-12-09 19:59:24,1.99,60,17.572957038879395,568.5550768375397,1.1,10,0
8,'2024-12-09 19:59:24,'2024-12-09 20:00:45,2.0,60,17.505139589309692,649.7997195720673,1.11,10,0
9,'2024-12-09 20:00:45,'2024-12-09 20:02:06,1.99,60,17.609420776367188,731.1638123989105,1.11,10,0
10,'2024-12-09 20:02:06,'2024-12-09 20:03:28,2.01,60,17.5678927898407,812.43048620224,1.1,10,0
11,'2024-12-09 20:03:28,'2024-12-09 20:04:49,2.0,60,17.56317687034607,893.7046914100647,1.11,10,0
12,'2024-12-09 20:04:49,'2024-12-09 20:06:10,1.99,60,17.5739107131958,974.998382806778,1.1,10,0
13,'2024-12-09 20:06:10,'2024-12-09 20:07:32,2.01,60,17.588759422302246,1056.3183357715607,1.1,10,0
14,'2024-12-09 20:07:32,'2024-12-09 20:08:53,2.0,60,17.604506254196167,1137.6497685909271,1.1,10,0
15,'2024-12-09 20:08:53,'2024-12-09 20:10:14,2.0,60,17.64094614982605,1219.0679371356964,1.11,10,0
16,'2024-12-09 20:10:14,'2024-12-09 20:11:36,2.0,60,17.577444076538086,1300.389969587326,1.11,10,0
17,'2024-12-09 20:11:36,'2024-12-09 20:12:57,2.01,60,17.50718355178833,1381.6142535209656,1.1,10,0
18,'2024-12-09 20:12:57,'2024-12-09 20:14:18,2.04,60,17.55337119102478,1462.947186946869,1.1,10,0
19,'2024-12-09 20:14:18,'2024-12-09 20:15:40,1.99,60,17.57157325744629,1544.2155876159668,1.1,10,0
20,'2024-12-09 20:15:40,'2024-12-09 20:17:01,2.02,60,17.590166568756104,1625.582026720047,1.1,10,0
1,'2024-12-09 20:17:01,'2024-12-09 20:18:22,2.0,60,17.61544418334961,80.72503471374512,1.1,2,0
2,'2024-12-09 20:18:22,'2024-12-09 20:19:44,2.01,60,17.640254974365234,162.08540296554565,1.1,2,0
3,'2024-12-09 20:19:44,'2024-12-09 20:21:05,2.0,60,17.58798623085022,243.3961033821106,1.1,2,0
4,'2024-12-09 20:21:05,'2024-12-09 20:22:26,1.99,60,17.583215951919556,324.69495940208435,1.1,2,0
5,'2024-12-09 20:22:26,'2024-12-09 20:23:48,2.01,60,17.647456884384155,406.07261204719543,1.11,2,0
6,'2024-12-09 20:23:48,'2024-12-09 20:25:09,2.0,60,17.644293308258057,487.44771432876587,1.1,2,0
7,'2024-12-09 20:25:09,'2024-12-09 20:26:30,2.08,60,17.494545459747314,568.771279335022,1.1,2,0
8,'2024-12-09 20:26:30,'2024-12-09 20:27:52,1.99,60,17.584373474121094,650.0515449047089,1.1,2,0
9,'2024-12-09 20:27:52,'2024-12-09 20:29:13,1.98,60,17.594998598098755,731.355119228363,1.11,2,0
10,'2024-12-09 20:29:13,'2024-12-09 20:30:34,2.0,60,17.61559748649597,812.6699242591858,1.1,2,0
11,'2024-12-09 20:30:34,'2024-12-09 20:31:55,2.0,60,17.521255254745483,893.90891456604,1.1,2,0
12,'2024-12-09 20:31:55,'2024-12-09 20:33:17,2.01,60,17.54189372062683,975.1523060798645,1.1,2,0
13,'2024-12-09 20:33:17,'2024-12-09 20:34:38,2.04,60,17.553693771362305,1056.4717900753021,1.1,2,0
14,'2024-12-09 20:34:38,'2024-12-09 20:35:59,1.99,60,17.58510446548462,1137.7715365886688,1.1,2,0
15,'2024-12-09 20:35:59,'2024-12-09 20:37:21,2.0,60,17.57900381088257,1219.041231393814,1.11,2,0
16,'2024-12-09 20:37:21,'2024-12-09 20:38:42,1.98,60,17.554633140563965,1300.3057935237885,1.1,2,0
17,'2024-12-09 20:38:42,'2024-12-09 20:40:03,2.36,60,17.5051589012146,1381.8597295284271,1.11,2,0
18,'2024-12-09 20:40:03,'2024-12-09 20:41:25,2.0,60,17.56375741958618,1463.1512393951416,1.1,2,0
19,'2024-12-09 20:41:25,'2024-12-09 20:42:46,2.01,60,17.671754598617554,1544.5361247062683,1.11,2,0
20,'2024-12-09 20:42:46,'2024-12-09 20:44:07,2.02,60,17.566683053970337,1625.8514428138733,1.11,2,0
