Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
35,'2025-02-10 19:24:35,'2025-02-10 19:25:56,3.8,65,9.722743511199951,2810.384099960327,1.1,10,40,0,3,600,2
36,'2025-02-10 19:25:56,'2025-02-10 19:27:16,3.8,65,9.801867723464966,2890.7024579048157,1.1,10,40,0,3,600,2
37,'2025-02-10 19:27:16,'2025-02-10 19:28:36,3.81,65,9.744895696640015,2970.996057033539,1.11,10,40,0,3,600,2
38,'2025-02-10 19:28:36,'2025-02-10 19:29:57,3.81,65,9.679877042770386,3051.2331211566925,1.11,10,40,0,3,600,2
39,'2025-02-10 19:29:57,'2025-02-10 19:31:17,3.83,65,9.720761060714722,3131.5642948150635,1.11,10,40,0,3,600,2
40,'2025-02-10 19:31:17,'2025-02-10 19:32:37,3.81,65,9.750235080718994,3211.8538761138916,1.1,10,40,0,3,600,2
41,'2025-02-10 19:32:37,'2025-02-10 19:33:58,3.89,65,9.704976558685303,3292.1935708522797,1.1,10,40,0,3,600,2
42,'2025-02-10 19:33:58,'2025-02-10 19:35:18,3.8,65,9.757495164871216,3372.460340499878,1.1,10,40,0,3,600,2
43,'2025-02-10 19:35:18,'2025-02-10 19:36:38,3.8,65,9.75610637664795,3452.7426228523254,1.11,10,40,0,3,600,2
44,'2025-02-10 19:36:38,'2025-02-10 19:37:58,3.79,65,9.8645658493042,3533.144021987915,1.11,10,40,0,3,600,2
45,'2025-02-10 19:37:58,'2025-02-10 19:39:19,3.8,65,9.767588376998901,3613.408535718918,1.1,10,40,0,3,600,2
46,'2025-02-10 19:39:19,'2025-02-10 19:40:39,3.8,65,9.79395055770874,3693.703405857086,1.1,10,40,0,3,600,2
47,'2025-02-10 19:40:39,'2025-02-10 19:41:59,3.8,65,9.764562845230103,3774.0612847805023,1.1,10,40,0,3,600,2
48,'2025-02-10 19:41:59,'2025-02-10 19:43:20,3.8,65,9.727163553237915,3854.37362909317,1.11,10,40,0,3,600,2
49,'2025-02-10 19:43:20,'2025-02-10 19:44:40,3.8,65,9.794734001159668,3934.760850906372,1.1,10,40,0,3,600,2
50,'2025-02-10 19:44:40,'2025-02-10 19:46:00,3.81,65,9.734388828277588,4015.0594782829285,1.1,10,40,0,3,600,2
1,'2025-02-10 19:46:00,'2025-02-10 19:47:21,3.82,65,9.74572467803955,80.28985548019409,1.1,10,20,0,3,600,2
2,'2025-02-10 19:47:21,'2025-02-10 19:48:41,3.83,65,9.822683811187744,160.6395857334137,1.1,10,20,0,3,600,2
3,'2025-02-10 19:48:41,'2025-02-10 19:50:01,3.8,65,9.717294931411743,240.8842670917511,1.11,10,20,0,3,600,2
4,'2025-02-10 19:50:01,'2025-02-10 19:51:22,3.81,65,9.759540557861328,321.2007484436035,1.1,10,20,0,3,600,2
5,'2025-02-10 19:51:22,'2025-02-10 19:52:42,3.8,65,9.725054264068604,401.4274570941925,1.11,10,20,0,3,600,2
6,'2025-02-10 19:52:42,'2025-02-10 19:54:02,3.79,65,9.844716787338257,481.78021931648254,1.11,10,20,0,3,600,2
7,'2025-02-10 19:54:02,'2025-02-10 19:55:22,3.81,65,9.726212978363037,562.0855042934418,1.11,10,20,0,3,600,2
8,'2025-02-10 19:55:22,'2025-02-10 19:56:43,3.81,65,9.688578605651855,642.2787756919861,1.1,10,20,0,3,600,2
9,'2025-02-10 19:56:43,'2025-02-10 19:58:03,3.77,65,9.742272138595581,722.5269870758057,1.1,10,20,0,3,600,2
10,'2025-02-10 19:58:03,'2025-02-10 19:59:23,3.8,65,9.709073305130005,802.7845559120178,1.1,10,20,0,3,600,2
11,'2025-02-10 19:59:23,'2025-02-10 20:00:43,3.8,65,9.70962905883789,883.0322403907776,1.1,10,20,0,3,600,2
12,'2025-02-10 20:00:43,'2025-02-10 20:02:04,3.79,65,9.740244388580322,963.2589800357819,1.11,10,20,0,3,600,2
13,'2025-02-10 20:02:04,'2025-02-10 20:03:24,3.8,65,9.741626262664795,1043.5312149524689,1.1,10,20,0,3,600,2
14,'2025-02-10 20:03:24,'2025-02-10 20:04:44,3.8,65,9.780291080474854,1123.8193390369415,1.1,10,20,0,3,600,2
15,'2025-02-10 20:04:44,'2025-02-10 20:06:05,3.8,65,9.771871328353882,1204.1273210048676,1.1,10,20,0,3,600,2
16,'2025-02-10 20:06:05,'2025-02-10 20:07:25,3.8,65,9.739465713500977,1284.4459755420685,1.1,10,20,0,3,600,2
17,'2025-02-10 20:07:25,'2025-02-10 20:08:45,3.82,65,9.78210997581482,1364.7561299800873,1.1,10,20,0,3,600,2
18,'2025-02-10 20:08:45,'2025-02-10 20:10:05,3.81,65,9.717999935150146,1445.046219110489,1.1,10,20,0,3,600,2
19,'2025-02-10 20:10:05,'2025-02-10 20:11:26,3.81,65,9.754477500915527,1525.3076658248901,1.1,10,20,0,3,600,2
20,'2025-02-10 20:11:26,'2025-02-10 20:12:46,3.83,65,9.824288129806519,1605.727429151535,1.1,10,20,0,3,600,2
21,'2025-02-10 20:12:46,'2025-02-10 20:14:06,3.79,65,9.747467756271362,1686.015489578247,1.1,10,20,0,3,600,2
22,'2025-02-10 20:14:06,'2025-02-10 20:15:27,3.8,65,9.736636877059937,1766.2670800685883,1.1,10,20,0,3,600,2
23,'2025-02-10 20:15:27,'2025-02-10 20:16:47,3.82,65,9.750380039215088,1846.57497382164,1.1,10,20,0,3,600,2
24,'2025-02-10 20:16:47,'2025-02-10 20:18:07,3.84,65,9.800726413726807,1926.9590384960175,1.1,10,20,0,3,600,2
25,'2025-02-10 20:18:07,'2025-02-10 20:19:28,3.82,65,9.743416547775269,2007.2574429512024,1.1,10,20,0,3,600,2
26,'2025-02-10 20:19:28,'2025-02-10 20:20:48,3.79,65,9.757030963897705,2087.520232439041,1.11,10,20,0,3,600,2
27,'2025-02-10 20:20:48,'2025-02-10 20:22:08,3.86,65,9.804691791534424,2167.9408161640167,1.1,10,20,0,3,600,2
28,'2025-02-10 20:22:08,'2025-02-10 20:23:29,3.78,65,9.778976440429688,2248.2043690681458,1.1,10,20,0,3,600,2
29,'2025-02-10 20:23:29,'2025-02-10 20:24:49,3.8,65,9.695827960968018,2328.385462284088,1.1,10,20,0,3,600,2
30,'2025-02-10 20:24:49,'2025-02-10 20:26:09,3.83,65,9.824149131774902,2408.7248384952545,1.1,10,20,0,3,600,2
31,'2025-02-10 20:26:09,'2025-02-10 20:27:29,3.79,65,9.728540420532227,2489.0245258808136,1.11,10,20,0,3,600,2
32,'2025-02-10 20:27:29,'2025-02-10 20:28:50,3.81,65,9.71649432182312,2569.2505571842194,1.11,10,20,0,3,600,2
33,'2025-02-10 20:28:50,'2025-02-10 20:30:10,3.82,65,9.734204769134521,2649.534168481827,1.11,10,20,0,3,600,2
34,'2025-02-10 20:30:10,'2025-02-10 20:31:30,3.8,65,9.738190412521362,2729.836092233658,1.1,10,20,0,3,600,2
35,'2025-02-10 20:31:30,'2025-02-10 20:32:50,3.79,65,9.697048664093018,2810.0840277671814,1.1,10,20,0,3,600,2
36,'2025-02-10 20:32:50,'2025-02-10 20:34:11,3.89,65,9.761774778366089,2890.480034828186,1.1,10,20,0,3,600,2
37,'2025-02-10 20:34:11,'2025-02-10 20:35:31,3.83,65,9.82040548324585,2970.878205537796,1.11,10,20,0,3,600,2
38,'2025-02-10 20:35:31,'2025-02-10 20:36:52,3.8,65,9.755357503890991,3051.1685860157013,1.1,10,20,0,3,600,2
39,'2025-02-10 20:36:52,'2025-02-10 20:38:12,3.83,65,9.795382022857666,3131.5408663749695,1.11,10,20,0,3,600,2
40,'2025-02-10 20:38:12,'2025-02-10 20:39:32,3.79,65,9.700196266174316,3211.7266042232513,1.11,10,20,0,3,600,2
41,'2025-02-10 20:39:32,'2025-02-10 20:40:52,3.8,65,9.658529281616211,3291.932238340378,1.1,10,20,0,3,600,2
42,'2025-02-10 20:40:52,'2025-02-10 20:42:13,3.8,65,9.746491193771362,3372.1576879024506,1.11,10,20,0,3,600,2
43,'2025-02-10 20:42:13,'2025-02-10 20:43:33,4.19,65,9.75868272781372,3452.7970509529114,1.1,10,20,0,3,600,2
44,'2025-02-10 20:43:33,'2025-02-10 20:44:53,3.79,65,9.704965591430664,3533.0477952957153,1.1,10,20,0,3,600,2
45,'2025-02-10 20:44:53,'2025-02-10 20:46:14,3.8,65,9.716362953186035,3613.248509645462,1.1,10,20,0,3,600,2
46,'2025-02-10 20:46:14,'2025-02-10 20:47:34,3.8,65,9.7365562915802,3693.557685136795,1.11,10,20,0,3,600,2
47,'2025-02-10 20:47:34,'2025-02-10 20:48:54,3.82,65,9.72805905342102,3773.8168761730194,1.1,10,20,0,3,600,2
48,'2025-02-10 20:48:54,'2025-02-10 20:50:14,3.81,65,9.732657194137573,3854.102596759796,1.11,10,20,0,3,600,2
49,'2025-02-10 20:50:14,'2025-02-10 20:51:35,3.81,65,9.773483991622925,3934.4061856269836,1.1,10,20,0,3,600,2
50,'2025-02-10 20:51:35,'2025-02-10 20:52:55,3.82,65,9.831465721130371,4014.7704157829285,1.1,10,20,0,3,600,2
1,'2025-02-10 20:52:55,'2025-02-10 20:54:15,3.31,65,9.75991678237915,79.81941652297974,1.1,10,0,0,3,600,2
2,'2025-02-10 20:54:15,'2025-02-10 20:55:35,3.29,65,9.72067379951477,159.57890677452087,1.11,10,0,0,3,600,2
3,'2025-02-10 20:55:35,'2025-02-10 20:56:55,3.29,65,9.697550535202026,239.41571497917175,1.1,10,0,0,3,600,2
4,'2025-02-10 20:56:55,'2025-02-10 20:58:14,3.32,65,9.72861647605896,319.2470223903656,1.11,10,0,0,3,600,2
5,'2025-02-10 20:58:14,'2025-02-10 20:59:34,3.31,65,9.722719192504883,399.00291776657104,1.1,10,0,0,3,600,2
6,'2025-02-10 20:59:34,'2025-02-10 21:00:54,3.32,65,9.729787826538086,478.76478362083435,1.1,10,0,0,3,600,2
7,'2025-02-10 21:00:54,'2025-02-10 21:02:14,3.3,65,9.709967851638794,558.5059161186218,1.1,10,0,0,3,600,2
8,'2025-02-10 21:02:14,'2025-02-10 21:03:34,3.32,65,9.831556558609009,638.3843126296997,1.12,10,0,0,3,600,2
9,'2025-02-10 21:03:34,'2025-02-10 21:04:53,3.33,65,9.7473304271698,718.1874463558197,1.11,10,0,0,3,600,2
10,'2025-02-10 21:04:53,'2025-02-10 21:06:13,3.28,65,9.671705961227417,797.8427226543427,1.1,10,0,0,3,600,2
11,'2025-02-10 21:06:13,'2025-02-10 21:07:33,3.32,65,9.777751922607422,877.626079082489,1.1,10,0,0,3,600,2
12,'2025-02-10 21:07:33,'2025-02-10 21:08:53,3.3,65,9.822845935821533,957.44002866745,1.1,10,0,0,3,600,2
13,'2025-02-10 21:08:53,'2025-02-10 21:10:12,3.31,65,9.73798418045044,1037.2649445533752,1.1,10,0,0,3,600,2
14,'2025-02-10 21:10:12,'2025-02-10 21:11:32,3.3,65,9.639273405075073,1116.901871919632,1.1,10,0,0,3,600,2
15,'2025-02-10 21:11:32,'2025-02-10 21:12:52,3.32,65,9.71431851387024,1196.6339054107666,1.1,10,0,0,3,600,2
16,'2025-02-10 21:12:52,'2025-02-10 21:14:12,3.3,65,9.857895374298096,1276.5188233852386,1.1,10,0,0,3,600,2
17,'2025-02-10 21:14:12,'2025-02-10 21:15:32,3.3,65,9.786338806152344,1356.3395264148712,1.11,10,0,0,3,600,2
18,'2025-02-10 21:15:32,'2025-02-10 21:16:51,3.35,65,9.743542194366455,1436.161173582077,1.1,10,0,0,3,600,2
19,'2025-02-10 21:16:51,'2025-02-10 21:18:11,3.32,65,9.764587640762329,1515.9547567367554,1.1,10,0,0,3,600,2
20,'2025-02-10 21:18:11,'2025-02-10 21:19:31,3.31,65,9.747158527374268,1595.7643549442291,1.1,10,0,0,3,600,2
21,'2025-02-10 21:19:31,'2025-02-10 21:20:51,3.28,65,9.799312114715576,1675.574835062027,1.11,10,0,0,3,600,2
22,'2025-02-10 21:20:51,'2025-02-10 21:22:11,3.3,65,9.833709716796875,1755.4267156124115,1.11,10,0,0,3,600,2
23,'2025-02-10 21:22:11,'2025-02-10 21:23:30,3.29,65,9.692826271057129,1835.1394536495209,1.1,10,0,0,3,600,2
24,'2025-02-10 21:23:30,'2025-02-10 21:24:50,3.29,65,9.74085807800293,1914.8849301338196,1.1,10,0,0,3,600,2
25,'2025-02-10 21:24:50,'2025-02-10 21:26:10,3.3,65,9.65512204170227,1994.54501247406,1.11,10,0,0,3,600,2
26,'2025-02-10 21:26:10,'2025-02-10 21:27:30,3.35,65,9.807148218154907,2074.402383327484,1.11,10,0,0,3,600,2
27,'2025-02-10 21:27:30,'2025-02-10 21:28:49,3.29,65,9.710247039794922,2154.147711753845,1.1,10,0,0,3,600,2
28,'2025-02-10 21:28:49,'2025-02-10 21:30:09,3.27,65,9.759749412536621,2233.889509677887,1.11,10,0,0,3,600,2
29,'2025-02-10 21:30:09,'2025-02-10 21:31:29,3.33,65,9.686506509780884,2313.6159732341766,1.11,10,0,0,3,600,2
30,'2025-02-10 21:31:29,'2025-02-10 21:32:49,3.3,65,9.77919864654541,2393.419366836548,1.11,10,0,0,3,600,2
31,'2025-02-10 21:32:49,'2025-02-10 21:34:08,3.33,65,9.738098621368408,2473.2829537391663,1.11,10,0,0,3,600,2
32,'2025-02-10 21:34:08,'2025-02-10 21:35:28,3.38,65,9.78511095046997,2553.183932542801,1.11,10,0,0,3,600,2
33,'2025-02-10 21:35:28,'2025-02-10 21:36:48,3.32,65,9.811504364013672,2633.0465166568756,1.11,10,0,0,3,600,2
34,'2025-02-10 21:36:48,'2025-02-10 21:38:08,3.29,65,9.743540048599243,2712.8271293640137,1.1,10,0,0,3,600,2
35,'2025-02-10 21:38:08,'2025-02-10 21:39:28,3.28,65,9.739522695541382,2792.5508675575256,1.11,10,0,0,3,600,2
36,'2025-02-10 21:39:28,'2025-02-10 21:40:48,3.3,65,9.711270093917847,2872.3514816761017,1.11,10,0,0,3,600,2
37,'2025-02-10 21:40:48,'2025-02-10 21:42:07,3.33,65,9.754854440689087,2952.219696521759,1.1,10,0,0,3,600,2
38,'2025-02-10 21:42:07,'2025-02-10 21:43:27,3.31,65,9.714272260665894,3031.9414126873016,1.11,10,0,0,3,600,2
39,'2025-02-10 21:43:27,'2025-02-10 21:44:47,3.32,65,9.669391393661499,3111.635033607483,1.1,10,0,0,3,600,2
40,'2025-02-10 21:44:47,'2025-02-10 21:46:07,3.35,65,9.720176458358765,3191.4055960178375,1.1,10,0,0,3,600,2
41,'2025-02-10 21:46:07,'2025-02-10 21:47:26,3.27,65,9.76603102684021,3271.179123401642,1.1,10,0,0,3,600,2
42,'2025-02-10 21:47:26,'2025-02-10 21:48:46,3.3,65,9.71958041191101,3350.8945372104645,1.1,10,0,0,3,600,2
43,'2025-02-10 21:48:46,'2025-02-10 21:50:06,3.29,65,9.762951612472534,3430.6519105434418,1.11,10,0,0,3,600,2
44,'2025-02-10 21:50:06,'2025-02-10 21:51:26,3.3,65,9.714977264404297,3510.3840334415436,1.1,10,0,0,3,600,2
45,'2025-02-10 21:51:26,'2025-02-10 21:52:45,3.28,65,9.724005937576294,3590.1113221645355,1.1,10,0,0,3,600,2
46,'2025-02-10 21:52:45,'2025-02-10 21:54:05,3.34,65,9.676560640335083,3669.8426880836487,1.11,10,0,0,3,600,2
47,'2025-02-10 21:54:05,'2025-02-10 21:55:25,3.31,65,9.639865159988403,3749.512176513672,1.1,10,0,0,3,600,2
48,'2025-02-10 21:55:25,'2025-02-10 21:56:44,3.3,65,9.749171018600464,3829.311712026596,1.11,10,0,0,3,600,2
49,'2025-02-10 21:56:44,'2025-02-10 21:58:04,3.31,65,9.710132837295532,3909.05704498291,1.11,10,0,0,3,600,2
50,'2025-02-10 21:58:04,'2025-02-10 21:59:24,3.3,65,9.658599376678467,3988.7459008693695,1.1,10,0,0,3,600,2
1,'2025-02-10 21:59:24,'2025-02-10 22:00:44,3.79,65,9.75138807296753,80.2485682964325,1.1,1,40,0,3,600,2
2,'2025-02-10 22:00:44,'2025-02-10 22:02:04,3.81,65,9.674465417861938,160.47809720039368,1.11,1,40,0,3,600,2
3,'2025-02-10 22:02:04,'2025-02-10 22:03:25,3.79,65,9.741378784179688,240.74808526039124,1.11,1,40,0,3,600,2
4,'2025-02-10 22:03:25,'2025-02-10 22:04:45,3.8,65,9.747929334640503,321.01584672927856,1.1,1,40,0,3,600,2
5,'2025-02-10 22:04:45,'2025-02-10 22:06:05,3.81,65,9.710293054580688,401.2482862472534,1.11,1,40,0,3,600,2
6,'2025-02-10 22:06:05,'2025-02-10 22:07:25,3.81,65,9.654695749282837,481.44993829727173,1.1,1,40,0,3,600,2
7,'2025-02-10 22:07:25,'2025-02-10 22:08:46,3.79,65,9.680533647537231,561.6851787567139,1.11,1,40,0,3,600,2
8,'2025-02-10 22:08:46,'2025-02-10 22:10:06,3.79,65,9.760775327682495,641.9957163333893,1.1,1,40,0,3,600,2
9,'2025-02-10 22:10:06,'2025-02-10 22:11:26,3.81,65,9.773807048797607,722.2926805019379,1.1,1,40,0,3,600,2
10,'2025-02-10 22:11:26,'2025-02-10 22:12:47,3.81,65,9.770883560180664,802.6558570861816,1.1,1,40,0,3,600,2
11,'2025-02-10 22:12:47,'2025-02-10 22:14:07,3.85,65,9.7358980178833,883.004073381424,1.1,1,40,0,3,600,2
12,'2025-02-10 22:14:07,'2025-02-10 22:15:27,3.8,65,9.651167631149292,963.190571308136,1.1,1,40,0,3,600,2
13,'2025-02-10 22:15:27,'2025-02-10 22:16:47,3.84,65,9.707386016845703,1043.4981007575989,1.11,1,40,0,3,600,2
14,'2025-02-10 22:16:47,'2025-02-10 22:18:08,3.86,65,9.700895071029663,1123.756873846054,1.1,1,40,0,3,600,2
15,'2025-02-10 22:18:08,'2025-02-10 22:19:28,3.81,65,9.780824184417725,1204.0595300197601,1.1,1,40,0,3,600,2
16,'2025-02-10 22:19:28,'2025-02-10 22:20:48,3.81,65,9.688091516494751,1284.2703611850739,1.11,1,40,0,3,600,2
17,'2025-02-10 22:20:48,'2025-02-10 22:22:08,3.78,65,9.740928411483765,1364.5241479873657,1.11,1,40,0,3,600,2
18,'2025-02-10 22:22:08,'2025-02-10 22:23:29,3.81,65,9.74628472328186,1444.7992842197418,1.1,1,40,0,3,600,2
19,'2025-02-10 22:23:29,'2025-02-10 22:24:49,3.8,65,9.733435153961182,1525.0798499584198,1.1,1,40,0,3,600,2
20,'2025-02-10 22:24:49,'2025-02-10 22:26:09,3.85,65,9.71489691734314,1605.3549184799194,1.1,1,40,0,3,600,2
21,'2025-02-10 22:26:09,'2025-02-10 22:27:30,3.83,65,9.667242527008057,1685.64009141922,1.11,1,40,0,3,600,2
22,'2025-02-10 22:27:30,'2025-02-10 22:28:50,3.82,65,9.743552684783936,1765.9121696949005,1.1,1,40,0,3,600,2
23,'2025-02-10 22:28:50,'2025-02-10 22:30:10,3.8,65,9.770248413085938,1846.2145903110504,1.11,1,40,0,3,600,2
24,'2025-02-10 22:30:10,'2025-02-10 22:31:30,3.82,65,9.707862854003906,1926.5120475292206,1.11,1,40,0,3,600,2
25,'2025-02-10 22:31:30,'2025-02-10 22:32:51,3.81,65,9.722456693649292,2006.760296344757,1.1,1,40,0,3,600,2
26,'2025-02-10 22:32:51,'2025-02-10 22:34:11,3.81,65,9.784425973892212,2087.074378967285,1.1,1,40,0,3,600,2
27,'2025-02-10 22:34:11,'2025-02-10 22:35:31,3.89,65,9.834003210067749,2167.5472865104675,1.11,1,40,0,3,600,2
28,'2025-02-10 22:35:31,'2025-02-10 22:36:52,3.8,65,9.724417209625244,2247.7673106193542,1.1,1,40,0,3,600,2
29,'2025-02-10 22:36:52,'2025-02-10 22:38:12,3.79,65,9.729353427886963,2328.008734703064,1.1,1,40,0,3,600,2
30,'2025-02-10 22:38:12,'2025-02-10 22:39:32,3.79,65,9.740421772003174,2408.2186794281006,1.1,1,40,0,3,600,2
31,'2025-02-10 22:39:32,'2025-02-10 22:40:52,3.81,65,9.733715534210205,2488.515837430954,1.1,1,40,0,3,600,2
32,'2025-02-10 22:40:52,'2025-02-10 22:42:13,3.8,65,9.797178506851196,2568.803486585617,1.11,1,40,0,3,600,2
33,'2025-02-10 22:42:13,'2025-02-10 22:43:33,3.81,65,9.825260400772095,2649.1428360939026,1.1,1,40,0,3,600,2
34,'2025-02-10 22:43:33,'2025-02-10 22:44:53,3.78,65,9.659262418746948,2729.309810400009,1.11,1,40,0,3,600,2
35,'2025-02-10 22:44:53,'2025-02-10 22:46:14,3.83,65,9.739392518997192,2809.6620342731476,1.11,1,40,0,3,600,2
36,'2025-02-10 22:46:14,'2025-02-10 22:47:34,3.8,65,9.72868800163269,2889.8989717960358,1.1,1,40,0,3,600,2
37,'2025-02-10 22:47:34,'2025-02-10 22:48:54,3.78,65,9.755115270614624,2970.1516098976135,1.1,1,40,0,3,600,2
38,'2025-02-10 22:48:54,'2025-02-10 22:50:14,3.8,65,9.753737449645996,3050.4603791236877,1.11,1,40,0,3,600,2
39,'2025-02-10 22:50:14,'2025-02-10 22:51:35,3.81,65,9.798967123031616,3130.7739481925964,1.1,1,40,0,3,600,2
40,'2025-02-10 22:51:35,'2025-02-10 22:52:55,3.77,65,9.73293948173523,3211.0068871974945,1.11,1,40,0,3,600,2
41,'2025-02-10 22:52:55,'2025-02-10 22:54:15,3.91,65,9.725228309631348,3291.3706579208374,1.1,1,40,0,3,600,2
42,'2025-02-10 22:54:15,'2025-02-10 22:55:36,3.79,65,9.726704835891724,3371.632246494293,1.11,1,40,0,3,600,2
43,'2025-02-10 22:55:36,'2025-02-10 22:56:56,3.88,65,9.740659713745117,3452.008857011795,1.1,1,40,0,3,600,2
44,'2025-02-10 22:56:56,'2025-02-10 22:58:16,3.82,65,9.792404413223267,3532.3733377456665,1.1,1,40,0,3,600,2
45,'2025-02-10 22:58:16,'2025-02-10 22:59:37,3.81,65,9.73887014389038,3612.7227232456207,1.1,1,40,0,3,600,2
46,'2025-02-10 22:59:37,'2025-02-10 23:00:57,3.8,65,9.799140453338623,3693.0918316841125,1.1,1,40,0,3,600,2
47,'2025-02-10 23:00:57,'2025-02-10 23:02:17,3.8,65,9.745753288269043,3773.3856694698334,1.11,1,40,0,3,600,2
48,'2025-02-10 23:02:17,'2025-02-10 23:03:38,3.8,65,9.66001009941101,3853.602854013443,1.1,1,40,0,3,600,2
49,'2025-02-10 23:03:38,'2025-02-10 23:04:58,3.8,65,9.761111497879028,3933.865315914154,1.11,1,40,0,3,600,2
50,'2025-02-10 23:04:58,'2025-02-10 23:06:18,3.82,65,9.773258686065674,4014.1656737327576,1.11,1,40,0,3,600,2
