Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
2,'2025-02-24 21:11:09,'2025-02-24 21:12:32,3.3,64.10675669,15.68946195,167.5600486,1,0,0,3,600,2
3,'2025-02-24 21:12:32,'2025-02-24 21:13:56,3.31,64.10697079,15.69730759,251.2850425,1,0,0,3,600,2
4,'2025-02-24 21:13:56,'2025-02-24 21:15:20,3.31,64.10805964,15.60686183,334.93489,1,0,0,3,600,2
5,'2025-02-24 21:15:20,'2025-02-24 21:16:44,3.29,64.10838771,15.73914409,418.6845784,1,0,0,3,600,2
6,'2025-02-24 21:16:44,'2025-02-24 21:18:07,3.28,64.10688329,15.66178656,502.3365419,1,0,0,3,600,2
7,'2025-02-24 21:18:07,'2025-02-24 21:19:31,3.3,64.1068027,15.68013167,586.0699451,1,0,0,3,600,2
8,'2025-02-24 21:19:31,'2025-02-24 21:20:55,3.33,64.10702085,15.69471478,669.8151646,1,0,0,3,600,2
9,'2025-02-24 21:20:55,'2025-02-24 21:22:18,3.34,64.10849214,15.70453501,753.6293526,1,0,0,3,600,2
10,'2025-02-24 21:22:19,'2025-02-24 21:23:42,3.29,64.10781074,15.66829348,837.3326283,1,0,0,3,600,2
11,'2025-02-24 21:23:42,'2025-02-24 21:25:06,3.31,64.10716772,15.6543982,921.0263896,1,0,0,3,600,2
12,'2025-02-24 21:25:06,'2025-02-24 21:26:30,3.33,64.10716343,15.72951937,1004.846023,1,0,0,3,600,2
13,'2025-02-24 21:26:30,'2025-02-24 21:27:53,3.33,64.10805988,15.70284986,1088.62028,1,0,0,3,600,2
14,'2025-02-24 21:27:53,'2025-02-24 21:29:17,3.31,64.10664177,15.66000366,1172.298969,1,0,0,3,600,2
15,'2025-02-24 21:29:17,'2025-02-24 21:30:41,3.33,64.10722566,15.69745088,1256.036918,1,0,0,3,600,2
1,'2025-02-24 21:30:41,'2025-02-24 21:32:05,3.82,64.10978127,15.71989465,84.23670173,1,60,0,3,600,2
2,'2025-02-24 21:32:05,'2025-02-24 21:33:29,3.81,64.10700798,15.70159864,168.5140626,1,60,0,3,600,2
3,'2025-02-24 21:33:29,'2025-02-24 21:34:54,3.83,64.10697365,15.65369701,252.6956549,1,60,0,3,600,2
4,'2025-02-24 21:34:54,'2025-02-24 21:36:18,3.82,64.10782599,15.69154406,336.9240828,1,60,0,3,600,2
5,'2025-02-24 21:36:18,'2025-02-24 21:37:42,3.82,64.11034584,15.70156169,421.182318,1,60,0,3,600,2
6,'2025-02-24 21:37:42,'2025-02-24 21:39:06,3.81,64.10801387,15.66421723,505.3711541,1,60,0,3,600,2
7,'2025-02-24 21:39:06,'2025-02-24 21:40:31,3.82,64.10591507,15.64911747,589.6017694,1,60,0,3,600,2
8,'2025-02-24 21:40:31,'2025-02-24 21:41:55,3.85,64.11521244,15.43415093,673.6316869,1,60,0,3,600,2
9,'2025-02-24 21:41:55,'2025-02-24 21:43:19,3.83,64.10726547,15.68995142,758.023598,1,60,0,3,600,2
10,'2025-02-24 21:43:19,'2025-02-24 21:44:43,3.83,64.10731077,15.64623833,842.239274,1,60,0,3,600,2
11,'2025-02-24 21:44:43,'2025-02-24 21:46:07,3.85,64.10610843,15.65758157,926.4937224,1,60,0,3,600,2
12,'2025-02-24 21:46:07,'2025-02-24 21:47:32,3.8,64.10847878,15.70181179,1010.707447,1,60,0,3,600,2
13,'2025-02-24 21:47:32,'2025-02-24 21:48:56,3.84,64.1068542,15.73500109,1095.02489,1,60,0,3,600,2
14,'2025-02-24 21:48:56,'2025-02-24 21:50:20,3.84,64.10997581,15.71451449,1179.293843,1,60,0,3,600,2
15,'2025-02-24 21:50:20,'2025-02-24 21:51:44,3.83,64.10623574,15.64309669,1263.507311,1,60,0,3,600,2
1,'2025-02-24 21:51:44,'2025-02-24 21:53:09,3.89,64.11002946,15.66651654,84.26188254,1,80,0,3,600,2
2,'2025-02-24 21:53:09,'2025-02-24 21:54:33,3.83,64.10786676,15.670717,168.4923298,1,80,0,3,600,2
3,'2025-02-24 21:54:33,'2025-02-24 21:55:57,3.83,64.10703158,15.68669176,252.7068479,1,80,0,3,600,2
4,'2025-02-24 21:55:57,'2025-02-24 21:57:22,3.82,64.10667682,15.84049559,337.0898707,1,80,0,3,600,2
5,'2025-02-24 21:57:22,'2025-02-24 21:58:46,3.84,64.10816312,15.7023108,421.3253973,1,80,0,3,600,2
6,'2025-02-24 21:58:46,'2025-02-24 22:00:10,3.83,64.10909081,15.6971755,505.5703969,1,80,0,3,600,2
7,'2025-02-24 22:00:10,'2025-02-24 22:01:34,3.81,64.11147404,15.74370408,589.8888352,1,80,0,3,600,2
8,'2025-02-24 22:01:34,'2025-02-24 22:02:59,3.84,64.10839248,15.68323779,674.1336942,1,80,0,3,600,2
9,'2025-02-24 22:02:59,'2025-02-24 22:04:23,3.85,64.1071198,15.667346,758.3595905,1,80,0,3,600,2
10,'2025-02-24 22:04:23,'2025-02-24 22:05:47,3.85,64.1072185,15.719069,842.6442053,1,80,0,3,600,2
11,'2025-02-24 22:05:47,'2025-02-24 22:07:11,3.84,64.10982299,15.6893127,926.9160306,1,80,0,3,600,2
12,'2025-02-24 22:07:11,'2025-02-24 22:08:36,3.82,64.1076076,15.67234206,1011.162644,1,80,0,3,600,2
13,'2025-02-24 22:08:36,'2025-02-24 22:10:00,3.82,64.10693955,15.68902993,1095.377834,1,80,0,3,600,2
14,'2025-02-24 22:10:00,'2025-02-24 22:11:24,3.83,64.10752511,15.76414251,1179.671819,1,80,0,3,600,2
15,'2025-02-24 22:11:24,'2025-02-24 22:12:48,3.8,64.10706162,15.71580601,1263.96298,1,80,0,3,600,2
1,'2025-02-24 22:12:48,'2025-02-24 22:14:13,3.81,64.10752606,15.65882587,84.17068624,0,40,2,3,600,2
2,'2025-02-24 22:14:13,'2025-02-24 22:15:37,3.84,64.10753059,15.67151237,168.3890111,0,40,2,3,600,2
3,'2025-02-24 22:15:37,'2025-02-24 22:17:01,3.81,64.10946584,15.78592753,252.6925445,0,40,2,3,600,2
4,'2025-02-24 22:17:01,'2025-02-24 22:18:25,3.85,64.10842967,15.65561652,336.9939816,0,40,2,3,600,2
5,'2025-02-24 22:18:25,'2025-02-24 22:19:50,3.82,64.10811949,15.68122673,421.2357781,0,40,2,3,600,2
6,'2025-02-24 22:19:50,'2025-02-24 22:21:14,3.82,64.10703826,15.66486406,505.4263637,0,40,2,3,600,2
7,'2025-02-24 22:21:14,'2025-02-24 22:22:38,3.84,64.10955334,15.73243928,589.7150168,0,40,2,3,600,2
8,'2025-02-24 22:22:38,'2025-02-24 22:24:02,3.81,64.10872722,15.62856388,673.9782016,0,40,2,3,600,2
9,'2025-02-24 22:24:02,'2025-02-24 22:25:27,3.81,64.10712552,15.67577958,758.2904036,0,40,2,3,600,2
10,'2025-02-24 22:25:27,'2025-02-24 22:26:51,3.78,64.10768127,15.70149279,842.4935875,0,40,2,3,600,2
11,'2025-02-24 22:26:51,'2025-02-24 22:28:15,3.82,64.1074779,15.68339086,926.7380047,0,40,2,3,600,2
12,'2025-02-24 22:28:15,'2025-02-24 22:29:39,3.82,64.10733223,15.65980172,1011.008637,0,40,2,3,600,2
13,'2025-02-24 22:29:39,'2025-02-24 22:31:04,3.9,64.10642695,15.65660048,1095.26293,0,40,2,3,600,2
14,'2025-02-24 22:31:04,'2025-02-24 22:32:28,3.83,64.10752726,15.69346642,1179.478853,0,40,2,3,600,2
15,'2025-02-24 22:32:28,'2025-02-24 22:33:52,3.84,64.10664892,15.70530152,1263.804855,0,40,2,3,600,2
1,'2025-02-24 22:33:52,'2025-02-24 22:35:16,3.84,64.10707498,15.65789151,84.23998356,0,20,2,3,600,2
2,'2025-02-24 22:35:16,'2025-02-24 22:36:41,3.86,64.10757971,15.64952135,168.4890738,0,20,2,3,600,2
3,'2025-02-24 22:36:41,'2025-02-24 22:38:05,3.81,64.10915685,15.70903754,252.7647662,0,20,2,3,600,2
4,'2025-02-24 22:38:05,'2025-02-24 22:39:29,3.84,64.10629869,15.69600964,337.0273278,0,20,2,3,600,2
5,'2025-02-24 22:39:29,'2025-02-24 22:40:53,3.81,64.10799861,15.72355008,421.2981212,0,20,2,3,600,2
6,'2025-02-24 22:40:53,'2025-02-24 22:42:18,3.93,64.10856986,15.74451041,505.7102065,0,20,2,3,600,2
7,'2025-02-24 22:42:18,'2025-02-24 22:43:42,3.85,64.10781646,15.72704172,589.9956141,0,20,2,3,600,2
8,'2025-02-24 22:43:42,'2025-02-24 22:45:06,3.81,64.10705614,15.65560842,674.2113516,0,20,2,3,600,2
9,'2025-02-24 22:45:06,'2025-02-24 22:46:31,3.86,64.1071589,15.646312,758.4693229,0,20,2,3,600,2
10,'2025-02-24 22:46:31,'2025-02-24 22:47:55,3.82,64.10808253,15.6919291,842.7680435,0,20,2,3,600,2
11,'2025-02-24 22:47:55,'2025-02-24 22:49:19,3.82,64.1066246,15.69856691,927.0166533,0,20,2,3,600,2
12,'2025-02-24 22:49:19,'2025-02-24 22:50:44,3.85,64.10668063,15.7069869,1011.349621,0,20,2,3,600,2
13,'2025-02-24 22:50:44,'2025-02-24 22:52:08,3.83,64.10950732,15.66641712,1095.57804,0,20,2,3,600,2
14,'2025-02-24 22:52:08,'2025-02-24 22:53:32,3.81,64.10750628,15.72587442,1179.825283,0,20,2,3,600,2
15,'2025-02-24 22:53:32,'2025-02-24 22:54:56,3.83,64.10754824,15.65123487,1264.015513,0,20,2,3,600,2
1,'2025-02-24 22:54:56,'2025-02-24 22:56:20,3.34,64.10674095,15.70945191,83.84511018,0,0,2,3,600,2
2,'2025-02-24 22:56:20,'2025-02-24 22:57:44,3.29,64.1085043,15.6808908,167.5058544,0,0,2,3,600,2
3,'2025-02-24 22:57:44,'2025-02-24 22:59:07,3.32,64.10875702,15.72961187,251.2795224,0,0,2,3,600,2
4,'2025-02-24 22:59:07,'2025-02-24 23:00:31,3.35,64.10634971,15.66739392,334.9897246,0,0,2,3,600,2
5,'2025-02-24 23:00:31,'2025-02-24 23:01:55,3.32,64.10676384,15.68217063,418.7330995,0,0,2,3,600,2
6,'2025-02-24 23:01:55,'2025-02-24 23:03:19,3.3,64.10655355,15.63269091,502.3782985,0,0,2,3,600,2
7,'2025-02-24 23:03:19,'2025-02-24 23:04:42,3.31,64.10835314,15.67456317,586.080554,0,0,2,3,600,2
8,'2025-02-24 23:04:42,'2025-02-24 23:06:06,3.31,64.10792112,15.66298866,669.8035021,0,0,2,3,600,2
9,'2025-02-24 23:06:06,'2025-02-24 23:07:30,3.31,64.10892153,15.6644063,753.5392623,0,0,2,3,600,2
10,'2025-02-24 23:07:30,'2025-02-24 23:08:53,3.31,64.10753751,15.70253921,837.2961016,0,0,2,3,600,2
11,'2025-02-24 23:08:53,'2025-02-24 23:10:17,3.33,64.10682273,15.69353318,921.0441747,0,0,2,3,600,2
12,'2025-02-24 23:10:17,'2025-02-24 23:11:41,3.31,64.10693002,15.69845986,1004.789007,0,0,2,3,600,2
13,'2025-02-24 23:11:41,'2025-02-24 23:13:05,3.3,64.10710549,15.65942049,1088.455499,0,0,2,3,600,2
14,'2025-02-24 23:13:05,'2025-02-24 23:14:28,3.34,64.10786033,15.70132494,1172.240135,0,0,2,3,600,2
15,'2025-02-24 23:14:28,'2025-02-24 23:15:52,3.32,64.10763741,15.6699028,1255.937577,0,0,2,3,600,2
1,'2025-02-24 23:15:52,'2025-02-24 23:17:16,3.82,64.10979009,15.66611505,84.23065662,0,60,2,3,600,2
2,'2025-02-24 23:17:16,'2025-02-24 23:18:41,3.84,64.10730743,15.66262627,168.5666945,0,60,2,3,600,2
3,'2025-02-24 23:18:41,'2025-02-24 23:20:05,3.84,64.10761571,15.69715524,252.8313653,0,60,2,3,600,2
4,'2025-02-24 23:20:05,'2025-02-24 23:21:29,3.84,64.10754204,15.68763733,337.0632079,0,60,2,3,600,2
5,'2025-02-24 23:21:29,'2025-02-24 23:22:54,3.83,64.1171968,15.73209667,421.3796537,0,60,2,3,600,2
6,'2025-02-24 23:22:54,'2025-02-24 23:24:18,3.82,64.10728002,15.70836139,505.6150262,0,60,2,3,600,2
7,'2025-02-24 23:24:18,'2025-02-24 23:25:42,3.83,64.10659528,15.76045632,589.9297469,0,60,2,3,600,2
8,'2025-02-24 23:25:42,'2025-02-24 23:27:06,3.84,64.10690427,15.67658877,674.1932914,0,60,2,3,600,2
9,'2025-02-24 23:27:06,'2025-02-24 23:28:31,3.8,64.10632992,15.68451548,758.4025075,0,60,2,3,600,2
10,'2025-02-24 23:28:31,'2025-02-24 23:29:55,3.83,64.1067245,15.71384192,842.6483896,0,60,2,3,600,2
11,'2025-02-24 23:29:55,'2025-02-24 23:31:19,3.83,64.10685325,15.77351093,926.9752274,0,60,2,3,600,2
12,'2025-02-24 23:31:19,'2025-02-24 23:32:43,3.84,64.10895467,15.64767599,1011.26408,0,60,2,3,600,2
13,'2025-02-24 23:32:43,'2025-02-24 23:34:08,3.82,64.10706592,15.71989512,1095.505917,0,60,2,3,600,2
14,'2025-02-24 23:34:08,'2025-02-24 23:35:32,3.82,64.10669804,15.70714831,1179.782707,0,60,2,3,600,2
15,'2025-02-24 23:35:32,'2025-02-24 23:36:56,3.82,64.10942292,15.74233031,1264.063983,0,60,2,3,600,2
1,'2025-02-24 23:36:56,'2025-02-24 23:38:21,3.83,64.10767198,15.68774199,84.29868174,0,80,2,3,600,2
2,'2025-02-24 23:38:21,'2025-02-24 23:39:45,3.83,64.10756397,15.73207164,168.5824103,0,80,2,3,600,2
3,'2025-02-24 23:39:45,'2025-02-24 23:41:09,3.87,64.10762358,15.74837565,252.909869,0,80,2,3,600,2
4,'2025-02-24 23:41:09,'2025-02-24 23:42:34,3.91,64.10709167,15.76596332,337.4763525,0,80,2,3,600,2
5,'2025-02-24 23:42:34,'2025-02-24 23:43:58,3.9,64.10778975,15.7177217,421.8128433,0,80,2,3,600,2
